contact_id,first_name,last_name,email,cf_id,company_name,launch_date,end_date,remaining_goal_amount
4643,Maik,Beasley,maik.beasley@harper-brooks.biz,1582,Henderson Ltd,2020-11-30,2021-05-07,47813.00
5171,Maggie,Boito,maggie.boito@yahoo.com,1315,"Velazquez, Hunt and Ortiz",2021-03-28,2021-04-23,6214.00
5657,Lydia,Berengario,lydia.berengario@aol.de,3064,"Nolan, Smith and Sanchez",2021-10-19,2021-10-24,60790.00
5874,Ludger,Naccari,ludger.naccari@ingram.biz,3123,Floyd-Sims,2020-07-04,2021-02-11,4497.00
4014,Luce,Marty,luce.marty@waehner.org,1294,Martinez PLC,2020-07-13,2021-06-20,126763.00
1399,Luc,Quinn,luc.quinn@walker.com,1724,Davis-Gardner,2020-04-21,2021-04-24,3899.00
2942,Lorraine,Crawford,lorraine.crawford@gmail.com,2310,Lucero Group,2020-07-14,2021-03-26,6451.00
2066,Lori,Fagotto,lori.fagotto@hill-anderson.com,1522,"Turner, Miller and Francis",2020-12-26,2021-07-03,1263.00
2601,Lorenzo,Roero,lorenzo.roero@hotmail.co.uk,3040,"Brady, Cortez and Rodriguez",2021-03-05,2021-07-02,7064.00
1707,Logan,Hornich,logan.hornich@tin.it,2103,Johnson-Morales,2021-01-26,2021-01-30,16494.00
4790,Livio,Rosselli,livio.rosselli@green.co.uk,1575,Cox Group,2021-01-20,2021-04-29,1276.00
4967,Livia,Ernst,livia.ernst@colas.fr,2333,"Butler, Henry and Espinoza",2021-04-03,2021-12-23,2136.00
4320,Lisa,Terragni,lisa.terragni@proyectos.com,2851,"Smith, Jackson and Herrera",2021-02-07,2021-10-24,124131.00
5409,Linda,Franceschi,linda.franceschi@richards.net,583,"Mills, Frazier and Perez",2021-05-30,2021-09-09,9978.00
3733,Liliana,Barber,liliana.barber@libero.it,353,Johnson-Contreras,2020-06-15,2021-05-29,15564.00
4630,Lilia,Lollobrigida,lilia.lollobrigida@le.com,662,Reid-Day,2021-07-13,2021-08-29,10978.00
2444,Lewis,Lewis,lewis.lewis@pisano.net,2560,Stewart Inc,2021-01-24,2021-04-13,3465.00
4464,Leopoldo,Johnson,leopoldo.johnson@hotmail.com.au,2556,Mason-Sanders,2021-04-12,2021-12-03,73.00
3233,Leonor,Ferreira,leonor.ferreira@gmail.com,2745,Bailey PLC,2020-04-28,2021-03-22,282.00
3540,Leon,Baker,leon.baker@hotmail.com,1303,Brown Ltd,2020-09-08,2021-01-11,101510.00
2228,Leokadia,Verdier,leokadia.verdier@hotmail.com.au,726,"Avila, Ford and Welch",2020-05-24,2021-05-26,1773.00
6108,Leo,Petruzzi,leo.petruzzi@yahoo.com,865,Lee-Cobb,2021-04-14,2022-01-07,45499.00
2482,Leila,Washington,leila.washington@gmail.com,333,Luna-Horne,2020-05-18,2021-05-17,37385.00
2809,Lauretta,Neal,lauretta.neal@hotmail.de,2284,Foley-Cox,2021-07-09,2022-01-13,151747.00
2508,Laurence,Lucero,laurence.lucero@martin.org,2259,"Hodges, Smith and Kelly",2020-05-06,2021-02-09,8845.00
2939,Lauren,Guillaume,lauren.guillaume@sorgatz.org,3030,"Moore, Dudley and Navarro",2021-03-09,2021-06-28,71489.00
2269,Laure,Traetta,laure.traetta@kay-perkins.co.uk,810,Webb-Smith,2021-09-04,2021-11-29,5176.00
6026,Laura,Buckley,laura.buckley@ryan.org,468,Barrett PLC,2021-03-20,2021-04-16,21318.00
4520,Laszlo,Vallee,laszlo.vallee@verdier.com,783,Saunders Ltd,2020-05-20,2021-03-06,79651.00
2623,Krystal,Ammaniti,krystal.ammaniti@barbier.fr,3129,Young PLC,2020-05-20,2021-02-06,52829.00
5991,Kristie,Garrett,kristie.garrett@wernecke.com,1746,Silva-Hawkins,2020-09-21,2021-01-10,5167.00
1907,Korinna,Arnold,korinna.arnold@zapata-saenz.biz,1151,"Taylor, Johnson and Hernandez",2021-08-29,2021-09-24,25376.00
3814,Kimberly,Chan,kimberly.chan@gmail.com,2450,Morales Group,2021-05-21,2022-01-07,182133.00
4495,Kerry,Patel,kerry.patel@hutchinson.com,505,"Wright, Hunt and Rowe",2021-10-25,2021-12-16,42786.00
1631,Kenneth,Hurst,kenneth.hurst@meunier.net,117,Jensen-Brown,2021-04-01,2021-04-11,1662.00
2069,Kendra,David,kendra.david@allan-morton.com,2981,Richards-Davis,2020-06-17,2021-05-22,62756.00
1932,Kathrin,Godfrey,kathrin.godfrey@tele2.fr,956,Harrington-Harper,2020-08-13,2021-06-11,117446.00
4351,Kathleen,Solimena,kathleen.solimena@wallace.biz,558,Hogan Ltd,2021-05-10,2021-12-17,384.00
6179,Katherina,Barrientos,katherina.barrientos@trobbiani.eu,546,Williams-Ramirez,2021-01-14,2021-11-04,1750.00
1670,Katharine,Zaccagnini,katharine.zaccagnini@hotmail.com,284,Becker-Scott,2021-12-23,2021-12-26,25.00
5594,Katarina,Clarke,katarina.clarke@hotmail.com.au,910,Wiggins Ltd,2021-04-27,2021-11-24,3739.00
3072,Kasimir,Jaime,kasimir.jaime@gmail.com,514,King Inc,2020-12-23,2021-09-26,1155.00
4747,Karolin,Johann,karolin.johann@hotmail.com,251,Weber Inc,2021-01-13,2021-11-02,33083.00
4323,Karl,Trevisani,karl.trevisani@anguissola.it,2164,Bruce Group,2021-02-01,2021-09-05,1200.00
5810,Karina,Arreola,karina.arreola@yahoo.com.au,116,Little-Marsh,2021-10-07,2021-12-28,5242.00
4087,Karen,Avogadro,karen.avogadro@yahoo.com,669,Mason-Smith,2021-08-04,2021-09-13,57997.00
1906,Kaitlyn,Farinelli,kaitlyn.farinelli@outlook.com,939,Ross Group,2021-02-02,2021-03-26,5435.00
3043,Justine,Mancini,justine.mancini@tiscali.it,1563,"Sanders, Farley and Huffman",2021-04-08,2021-12-18,116195.00
4248,Justin,Luxardo,justin.luxardo@googlemail.com,2101,Roy PLC,2021-03-30,2021-05-24,608.00
4722,Julie,Coles,julie.coles@hotmail.fr,349,Brown-George,2021-04-20,2021-06-30,95.00
5000,Joseph,Glover,joseph.glover@laposte.net,2274,"Sawyer, Horton and Williams",2021-10-07,2021-10-13,126640.00
3373,Jos,Trobbiani,jos.trobbiani@samson.com,3201,"Brown, Herring and Bass",2020-11-26,2021-03-11,415.00
1592,Jorge,Monti,jorge.monti@clement.fr,1069,"Glass, Baker and Jones",2021-05-24,2021-12-31,9378.00
4129,Johnathan,Guidotti,johnathan.guidotti@cox-sanchez.net,2790,Rice-Parker,2020-06-03,2021-05-15,43164.00
3477,John,Lane,john.lane@gregoire.fr,170,Kim-Rice,2021-04-14,2021-05-01,4873.00
6105,Johanne,Strong,johanne.strong@yahoo.de,2338,"Klein, Stark and Livingston",2021-01-17,2021-12-09,44602.00
3735,Joe,Michaud,joe.michaud@yahoo.fr,2938,"Richardson, Woodward and Hansen",2020-11-08,2021-07-24,100031.00
4749,Jo,Mccarty,jo.mccarty@hotmail.com,784,Brady Ltd,2020-09-28,2021-03-31,2395.00
1419,Jessika,Meunier,jessika.meunier@gmx.de,1653,Schmidt-Gomez,2021-06-02,2021-09-04,3036.00
5512,Jerry,Santiago,jerry.santiago@soprano-ferragni.it,1285,Leonard-Mcclain,2021-04-16,2021-08-22,26980.00
2166,Jemma,Tate,jemma.tate@hotmail.de,2036,"Walker, Jones and Rodriguez",2021-06-18,2021-10-07,5575.00
3521,Jelena,Stiffel,jelena.stiffel@trupp.de,461,Erickson-Rogers,2021-07-03,2021-07-08,2192.00
5739,Jeffrey,Trommler,jeffrey.trommler@yahoo.com,2097,Pineda Ltd,2020-08-11,2021-10-08,4169.00
4941,Jeanette,Iannotti,jeanette.iannotti@yahoo.com,2156,"Mcdonald, Gonzalez and Ross",2021-10-21,2022-01-17,1723.00
6028,Jean,Berthelot,jean.berthelot@oscuro.it,2762,Garcia Group,2021-03-23,2021-06-16,73143.00
5472,Javier,Tessier,javier.tessier@mclaughlin.biz,524,Ramsey and Sons,2021-11-23,2022-02-05,1846.00
5799,Janko,Bishop,janko.bishop@tim.it,1003,Jones-Riddle,2020-10-19,2021-07-20,132077.00
2272,Janice,Infantino,janice.infantino@hotmail.com,2489,Miller Ltd,2020-11-10,2021-10-30,101563.00
2511,Janet,Madrigal,janet.madrigal@gmail.com,1696,King Ltd,2021-03-29,2021-06-11,3297.00
5260,Jake,Wiley,jake.wiley@outlook.com,1714,Hernandez-Macdonald,2020-04-27,2021-05-18,27307.00
5427,Jack,Klapp,jack.klapp@hotmail.com.au,2508,"Ramirez, Padilla and Barrera",2021-02-26,2021-05-02,2724.00
4770,Ivo,Moreno,ivo.moreno@hotmail.com,1143,Davis Ltd,2021-07-17,2021-11-18,30640.00
5695,Itzel,Murphy,itzel.murphy@muelichen.de,711,Simmons-Reynolds,2021-03-14,2021-04-29,55467.00
5779,Istvan,Draghi,istvan.draghi@ifrance.com,1169,Macias Inc,2020-09-02,2021-08-06,2014.00
2184,Israel,Watkins,israel.watkins@hotmail.com,985,Ramos and Sons,2021-06-11,2021-06-28,99.00
5001,Isidor,Carpenter,isidor.carpenter@chauvin.com,1847,Cummings-Hayes,2020-07-20,2021-07-24,43513.00
